index,price
0,115.82390726111666
1,148.7863868236373
2,71.93266346846767
3,66.8232835130918
4,207.53846188598396
5,115.82390726111666
6,62.32333370147309
7,135.1804305866573
8,135.1804305866573
9,122.06944736819943
10,156.8021516358775
11,70.09641806162617
12,65.9836953764892
13,233.07561529435137
14,122.06944736819943
15,69.16696527613894
16,140.87979569524867
17,140.87979569524867
18,154.26002849657678
19,109.00018135153901
20,165.83402570302724
21,179.70414953048535
22,168.47726504466087
23,123.0861412021838
24,109.00018135153901
25,123.0861412021838
26,87.69276897234656
27,259.2789638261046
28,152.31351589324902
29,109.00018135153901
30,163.88751309969948
31,179.70414953048535
32,166.5307524413331
33,123.0861412021838
34,109.54635635003046
35,123.0861412021838
36,92.00648570816973
37,88.23894397083801
38,324.36470085759083
39,316.0163375355379
40,294.7277977883378
41,148.87650216803434
42,203.18571857939597
43,101.4390775415786
44,172.92944055781837
45,103.35703780553109
46,324.36470085759083
47,189.42338918121877
48,324.36470085759083
49,147.72596964710215
50,74.28342455371094
51,94.77502177930182
52,144.31050905193902
53,146.53438984256445
54,99.07439609386998
55,130.11289186295622
56,130.11289186295622
57,144.3829596957312
58,171.0613471236495
59,130.11289186295622
60,237.96500854976765
61,85.7290756554715
62,71.09242655064483
63,149.80698973082923
64,235.7664799031411
65,73.9455771042857
66,170.51517212515807
67,106.65490732065933
68,133.16760045215256
69,133.16760045215256
70,147.43766828492753
71,176.43245541649472
72,133.16760045215256
73,241.01971713896398
74,85.76318792685909
75,77.93605812531068
76,152.86169832002554
77,238.82118849233746
78,70.46133244828805
79,174.11605571284585
80,219.25394126503392
81,175.63617981564028
82,297.4932088315858
83,80.16331467588621
84,137.78505679957027
85,133.61243153692382
86,202.7250058143195
87,169.03254497624536
88,113.57884275596892
89,189.84228616866358
90,76.00233677281061
91,110.48525665293862
92,135.81225697154758
93,135.81225697154758
94,150.08232480432255
95,179.07711193588975
96,135.81225697154758
97,246.7835072053082
98,85.62447155924717
99,77.93605812531068
100,155.50635483942057
101,244.81733597141138
102,73.1059889676831
103,179.07711193588975
104,110.48525665293862
105,135.81225697154758
106,135.81225697154758
107,150.08232480432255
108,179.07711193588975
109,135.81225697154758
110,249.07184666199637
111,85.62447155924717
112,77.93605812531068
113,155.50635483942057
114,261.3036333115085
115,73.1059889676831
116,179.07711193588975
117,232.32317991769872
118,191.94404869731878
119,349.2588096555488
120,80.16331467588621
121,137.78505679957027
122,128.6772149638834
123,202.7250058143195
124,208.42202410379906
125,113.57884275596892
126,208.42202410379906
127,76.00233677281061
128,151.0001374821663
129,153.22401827279174
130,109.01934036293125
131,128.56075442650177
132,200.02975116933771
133,344.4739355926172
134,106.29054927958744
135,132.28218468826418
136,197.30096008599386
137,341.74514450927336
138,151.46928613839867
139,77.03806049120061
140,97.67822875168146
141,146.64376801604223
142,76.35737505491377
143,94.44883986554369
144,107.73321038711346
145,138.04744437416002
146,80.4980824239606
147,97.84587198112017
148,81.04425742245205
149,106.59618889246943
150,107.73321038711346
