index,price
0,121.71494841944126
1,152.39991732397698
2,69.78515019638937
3,68.54072206709532
4,200.32131252734874
5,121.71494841944126
6,60.862446248456564
7,131.17830088420104
8,131.17830088420104
9,125.37697676363386
10,160.52469020469792
11,69.8827576722589
12,67.611261917318
13,220.33384068785625
14,125.37697676363386
15,63.56305469641326
16,135.0268272572958
17,135.0268272572958
18,153.90779819352068
19,106.63793329056786
20,169.43541470943262
21,175.67109872569858
22,164.42480391469792
23,119.32577415187856
24,106.63793329056786
25,119.32577415187856
26,85.78361867203417
27,264.0363570826239
28,153.69920098959048
29,107.57219944610098
30,169.21301013462644
31,176.33614246362788
32,164.2068068900961
33,120.3326420857554
34,107.57219944610098
35,120.3326420857554
36,90.04737808281835
37,86.59189666835908
38,331.9210510000155
39,327.4184054168382
40,292.34079508953334
41,147.5613809627765
42,196.0860442903921
43,95.82899342669536
44,175.47786618625616
45,96.47230546679904
46,331.9210510000155
47,186.14885887034524
48,331.9210510000155
49,145.8167954409644
50,76.3454170559281
51,95.9808587003255
52,147.6956802498465
53,149.08194466659864
54,104.30608244162359
55,134.6069382415232
56,134.6069382415232
57,142.87891429393682
58,163.1068651791615
59,134.6069382415232
60,227.04264458176448
61,86.07409790104388
62,71.2040577760373
63,148.51363165431172
64,211.78900022939678
65,74.62992115028008
66,163.1068651791615
67,105.55622144134416
68,136.08828313418235
69,136.08828313418235
70,144.4202317920893
71,166.8088273163133
72,136.08828313418235
73,229.1404375057383
74,87.17423717859823
75,72.17379911790873
76,153.35622044038277
77,213.7918936217095
78,76.46687361765986
79,164.7901634141951
80,204.6507474510797
81,173.92624621653076
82,301.0644922755673
83,78.99091117030946
84,140.0722884383316
85,134.01333527231148
86,193.95559805953323
87,168.56774572286062
88,115.68700556132487
89,179.43486965595773
90,75.1987257821664
91,111.06381922944385
92,138.52191202750097
93,138.52191202750097
94,146.95191199707602
95,169.59506431676184
96,138.52191202750097
97,236.50808313197305
98,86.95050448825162
99,73.77052887317812
100,155.99098123054333
101,221.47583237404135
102,74.46782320532695
103,169.59506431676184
104,111.06381922944385
105,138.52191202750097
106,138.52191202750097
107,146.95191199707602
108,169.59506431676184
109,138.52191202750097
110,237.18094385831927
111,87.43000427646736
112,73.77052887317812
113,155.99098123054333
114,234.28269614432247
115,74.46782320532695
116,169.59506431676184
117,219.3031606875611
118,187.48269326890292
119,337.73173485765767
120,78.99091117030946
121,140.0722884383316
122,128.40138509034702
123,193.95559805953323
124,195.03925389732092
125,115.68700556132487
126,195.03925389732092
127,75.1987257821664
128,155.11197965103952
129,156.5441978520624
130,103.69187971053086
131,129.35123166626056
132,203.52058986243014
133,329.11759607353076
134,104.20993638180498
135,131.5401279809118
136,199.75662650107984
137,323.92712465798286
138,149.72933256752384
139,78.01065504536558
140,98.94535293210487
141,145.99010983673816
142,77.94783548295162
143,96.11201175675613
144,110.98056831256373
145,140.209338495117
146,80.24089202832398
147,98.16997971365636
148,80.24089202832398
149,107.77921022283208
150,110.98056831256373
151,148.7069849081036
152,98.16997971365636
153,98.16997971365636
154,153.5602177826688
155,122.80332914607587
156,122.54802274749379
157,86.93894167452775
158,122.80332914607587
159,171.67083069945787
160,153.5602177826688
161,242.53854307758618
162,248.22992478468436
163,163.65336162335666
164,153.5602177826688
165,154.912235076149
166,123.46495354375907
167,127.4980284852751
168,83.90608680265049
169,123.46495354375907
170,173.12700866924536
171,154.912235076149
172,250.05408294222747
173,250.09134615352332
174,165.0639048420978
175,154.912235076149
176,276.7043852928585
177,281.0251102466778
178,272.40948576776555
179,135.21450766450414
180,186.43177269996258
181,89.61448244484727
182,165.78111743585455
183,94.25389176401427
184,271.60038866761374
185,176.8263131287359
186,276.7043852928585
187,289.5308728543024
188,283.44092659406033
189,279.71507692427195
190,135.21450766450414
191,186.43177269996258
192,89.61448244484727
193,165.78111743585455
194,94.25389176401427
195,282.4140263605221
196,176.8263131287359
197,297.63543476491867
198,289.5308728543024
199,287.26047680652533
200,279.71507692427195
201,135.21450766450414
202,186.43177269996258
203,89.61448244484727
204,165.78111743585455
205,94.25389176401427
206,289.5308728543024
207,176.8263131287359
208,297.63543476491867
209,287.4018790424142
210,284.6454400057354
211,275.95559582259324
212,137.24950267717696
213,189.1872899440065
