index,price
0,109.93157946319668
1,133.81017418081044
2,68.99414106671794
3,58.717759655943304
4,191.63180476918015
5,110.09516363062743
6,58.275395744186014
7,114.92209057358879
8,116.0600835110854
9,109.81646064005093
10,143.02309023813243
11,69.55415849915299
12,59.831307719867105
13,212.93628211579613
14,110.42196857414102
15,59.16724653077639
16,121.45252805039901
17,122.80454588993936
18,162.65534963605964
19,109.54488094821501
20,165.0181493093897
21,193.5584047828897
22,163.88759387200415
23,123.16288839887866
24,109.00889503957447
25,123.85106781431692
26,89.21861114420798
27,278.2380876035031
28,163.99293367064982
29,110.13076406709101
30,166.2075374084016
31,194.9180997869932
32,165.22522235750193
33,124.41378192581428
34,110.15194959614226
35,125.10550230741512
36,89.98652473977299
37,90.04253816861251
38,350.4523259345387
39,331.991386883783
40,340.1031245334301
41,144.2190750868526
42,232.53249892739194
43,96.78786661090396
44,188.09655983154852
45,94.3558250288333
46,351.5204666760805
47,197.95505826162687
48,365.98754388440904
49,133.73163810259223
50,71.97505906352426
51,94.38959989900955
52,142.87631169231
53,155.22587186452395
54,105.97138585472649
55,140.31351547934068
56,134.20653042899315
57,136.11911295188332
58,160.81597063196136
59,136.6458431981631
60,225.26350171760862
61,84.48122204263224
62,67.93883820919503
63,147.9975375715459
64,216.55180974060093
65,69.82873972596954
66,158.21040698107626
67,106.45694746156634
68,142.19301143188284
69,135.97219237388737
70,140.394519411143
71,164.93970072570372
72,140.94742728957553
73,230.25054097902384
74,84.77669412544846
75,68.43337408855493
76,148.60851753608804
77,221.28549103809104
78,70.24358973516753
79,159.39201245459418
80,185.55261850719393
81,183.87660627804635
82,267.72964430495944
83,72.17249444900133
84,134.6197311183747
85,133.0132200918078
86,220.7416484562069
87,184.838152959235
88,107.06872546619515
89,206.4309251775435
90,71.07309992262569
91,108.4851523782077
92,142.85125782800017
93,142.138516025622
94,141.90348184865084
95,168.84446305542187
96,142.47741420236937
97,248.30269428202737
98,85.03256894687082
99,69.24907191420441
100,148.50943020932257
101,229.44809290249
102,70.37487721948567
103,165.37135501836065
104,109.23806616835897
105,143.02976700907996
106,142.60922711662482
107,142.32686173786558
108,177.8904352513365
109,142.8269997052878
110,258.9555616513494
111,85.12724052659487
112,69.06935366332111
113,144.51625600986267
114,246.4470592658577
115,70.60372113304481
116,166.6963806652013
117,220.27157831347066
118,209.28235627383344
119,252.13925507774636
120,59.88344758321054
121,136.16411255642294
122,126.7312928247346
123,222.52141060431472
124,219.28627479597327
125,108.28978533202691
126,218.92516396056666
127,72.16384253494307
128,153.7246397741971
129,160.7451826336111
130,109.9991979358401
131,114.61693998884287
132,239.90905201639828
133,342.5242104878357
134,107.3598452558168
135,118.82037088999793
136,237.26526776495297
137,357.3836371344136
138,144.06939812792388
139,78.41636962704024
140,101.78737600226002
141,144.24461821715346
142,78.7943797751298
