index,price
0,112.5371954510222
1,112.5371954510222
2,112.5371954510222
3,112.5371954510222
4,114.61905329343612
5,117.33100163389021
6,113.81659682455164
7,112.5371954510222
8,112.5371954510222
9,112.5371954510222
10,115.44561869153696
11,119.9188459459976
12,117.33100163389021
13,112.5371954510222
14,114.61905329343612
15,112.5371954510222
16,112.85777437942957
17,112.85777437942957
18,114.61905329343612
19,115.12503976312959
20,114.61905329343612
21,117.33100163389021
22,112.5371954510222
23,112.5371954510222
24,112.5371954510222
25,113.81659682455164
26,112.5371954510222
27,112.5371954510222
28,112.5371954510222
29,137.06759343515597
30,154.15600536722926
31,148.0123752506146
32,154.15600536722926
33,159.8155464705548
34,161.15764568487242
35,139.0782543530241
36,151.97089606147895
37,148.0123752506146
38,137.06759343515597
39,159.91452487306822
40,162.8755243847347
41,161.15764568487242
42,151.97089606147895
43,159.8155464705548
44,148.0123752506146
45,157.3266805609608
46,157.3266805609608
47,159.8155464705548
48,139.6554377472634
49,159.8155464705548
50,161.15764568487242
51,137.06759343515597
52,151.97089606147895
53,154.15600536722926
54,156.1666662850974
55,154.15600536722926
56,151.97089606147895
57,154.15600536722926
58,70.37588392572532
59,70.37588392572532
60,70.37588392572532
61,70.37588392572532
62,73.05420769423348
63,73.05420769423348
64,71.24364993573906
65,70.37588392572532
66,70.37588392572532
67,70.37588392572532
68,72.09376262558756
69,74.77208639409572
70,73.05420769423348
71,70.37588392572532
72,73.05420769423348
73,70.37588392572532
74,70.37588392572532
75,70.37588392572532
76,73.05420769423348
77,72.09376262558756
78,73.05420769423348
79,73.05420769423348
80,70.37588392572532
81,70.37588392572532
82,70.37588392572532
83,71.24364993573906
84,70.37588392572532
85,70.37588392572532
86,70.37588392572532
87,66.87533383459717
88,66.87533383459717
89,66.87533383459717
90,66.87533383459717
91,70.75710881657247
92,68.40467823565153
93,71.15676951488403
94,67.74309984461091
95,68.40467823565153
96,66.87533383459717
97,68.40467823565153
98,68.40467823565153
99,68.40467823565153
100,68.40467823565153
101,65.00692319732529
102,66.87533383459717
103,68.40467823565153
104,62.99626227945717
105,66.87533383459717
106,72.47498751643471
107,62.99626227945717
108,68.40467823565153
109,68.40467823565153
110,68.40467823565153
111,72.47498751643471
112,71.15676951488403
113,66.87533383459717
114,68.40467823565153
115,68.40467823565153
116,68.40467823565153
117,68.40467823565153
118,68.40467823565153
119,68.40467823565153
120,63.723491209739684
121,68.40467823565153
122,68.40467823565153
123,65.90468551997195
124,68.40467823565153
125,70.75710881657247
126,68.40467823565153
127,66.87533383459717
128,63.723491209739684
129,68.40467823565153
130,70.75710881657247
131,68.40467823565153
132,68.40467823565153
133,62.99626227945717
134,70.75710881657247
135,63.723491209739684
136,68.40467823565153
137,68.40467823565153
138,68.40467823565153
139,68.40467823565153
140,68.40467823565153
141,68.40467823565153
142,70.75710881657247
143,68.40467823565153
144,69.28274693822611
145,69.28274693822611
146,68.40467823565153
147,62.99626227945717
148,65.08518968244499
149,68.59321253445941
150,70.75710881657247
151,68.40467823565153
152,71.15676951488403
153,68.40467823565153
154,68.40467823565153
155,63.31684120786455
156,63.31684120786455
157,68.40467823565153
158,66.87533383459717
159,67.67303399455238
160,66.87533383459717
161,68.40467823565153
162,66.87533383459717
163,67.74309984461091
164,68.40467823565153
165,68.8727835473537
166,65.00692319732529
167,68.40467823565153
168,66.87533383459717
169,65.08518968244499
170,68.8727835473537
171,68.40467823565153
172,62.99626227945717
173,62.99626227945717
174,66.87533383459717
175,66.87533383459717
176,203.02198487010102
177,242.3576711279759
178,212.93328846791255
179,242.3576711279759
180,259.8669271733691
181,331.36624260455363
182,259.8669271733691
183,206.51454269016384
184,331.36624260455363
185,224.57331401598728
