index,price
0,111.48016666666666
1,112.22283333333333
2,109.73985714285715
3,110.03185714285715
4,112.60285714285716
5,112.84
6,116.77366666666667
7,114.6568888888889
8,117.12136904761904
9,116.82378571428572
10,115.73033333333333
11,116.49175000000001
12,110.23488095238098
13,110.01
14,113.62038888888888
15,113.1318888888889
16,114.20166666666665
17,112.96242857142857
18,115.23199999999999
19,114.09200000000001
20,120.13190476190475
21,117.804
22,111.7668888888889
23,112.30688888888889
24,112.40305555555555
25,117.78633333333333
26,112.46
27,114.08416666666666
28,114.07916666666667
29,135.65133333333333
30,142.9826666666667
31,136.36133333333333
32,140.30666666666667
33,137.24
34,160.668
35,144.06
36,143.19
37,152.01133333333334
38,150.66133333333335
39,152.57
40,168.908
41,155.368
42,139.79
43,148.28
44,141.91133333333335
45,152.64
46,145.41
47,153.42
48,145.00133333333332
49,152.82666666666665
50,164.5
51,138.75133333333332
52,142.9
53,141.84
54,147.77
55,140.54
56,140.53
57,140.76333333333335
58,70.79933333333334
59,65.20753174603175
60,76.27616666666668
61,73.85838888888888
62,77.79041197691197
63,75.53568929763046
64,69.14666666666668
65,68.84083333333331
66,77.306
67,71.92086093073591
68,100.76583333333333
69,79.42234193420957
70,61.04686435786436
71,75.42785087719298
72,71.64235714285712
73,72.95483333333331
74,84.55095238095238
75,77.9832995951417
76,80.67928571428573
77,68.1095
78,80.46450000000003
79,82.16766666666666
80,66.84616666666666
81,68.23083333333331
82,73.50264285714286
83,80.10866666666668
84,76.12663292847503
85,67.94155952380952
86,71.79546428571427
87,58.46
88,58.44
89,58.61333333333334
90,57.6
91,62.53083333333334
92,66.1865
93,63.11333333333333
94,64.346
95,65.68592497658287
96,58.98
97,67.22621069086857
98,66.49194444444444
99,64.54197438672439
100,67.35348484848485
101,61.74
102,60.69
103,67.9183888888889
104,57.8
105,59.12
106,65.0
107,59.37
108,64.14167135642137
109,66.1865
110,64.54197438672439
111,68.58666666666666
112,62.845
113,60.42
114,66.1865
115,64.43833802308802
116,66.54309523809525
117,67.35348484848485
118,70.05027474323063
119,65.46429040404041
120,61.28
121,69.51785714285714
122,70.05027474323063
123,61.98
124,72.78214285714286
125,59.47
126,66.1865
127,58.51
128,59.16
129,64.14167135642137
130,63.9
131,67.35348484848485
132,66.52208333333333
133,55.81
134,61.41
135,58.05
136,68.16008333333333
137,70.05027474323063
138,69.60089285714285
139,69.90410576923077
140,66.50621069086857
141,64.54197438672439
142,64.22
143,66.1865
144,70.74916666666667
145,70.74916666666667
146,66.50621069086857
147,60.27
148,60.35
149,62.903333333333336
150,64.96
151,66.50621069086857
152,65.94
153,70.05027474323063
154,68.88666666666667
155,56.568499999999986
156,61.343999999999994
157,64.20777489177487
158,57.9
159,61.73
160,57.4
161,65.06352200577201
162,58.91
163,61.77
164,66.54309523809525
165,69.88116883116884
166,61.42
167,64.20777489177487
168,58.66
169,58.57
170,71.684
171,72.78214285714286
172,60.94272727272727
173,59.35272727272727
174,58.75272727272727
175,57.30272727272727
176,186.18
177,210.52
178,191.17
179,210.97
180,213.49
181,254.33
182,221.04
183,193.84
184,252.92725
185,195.82
186,254.35
187,257.909
188,259.35833333333335
189,254.68
190,183.27
191,199.735
192,249.78083333333333
193,180.08
194,194.31
195,228.89
196,182.53
197,257.72523809523807
198,257.5128571428571
199,257.6875
200,230.39
201,224.15
202,190.03
203,247.77
204,243.00472222222223
205,250.01166666666668
206,252.89470238095237
207,266.35833333333335
208,249.08555555555554
209,190.47
210,261.974
211,269.4259595959596
212,188.89
213,254.7566666666667
214,225.84
215,256.1331746031746
216,193.22
217,184.51
